id,url,ja,zh_cn,zh_tw,en,note,source
6i,https://www.busfan.club/genre/6i,女優ベスト・総集編,女优精选合集,女優ベスト・総集編,Actress Best Compilation,,jav321;javbus
27,https://www.busfan.club/genre/27,女医,女医生,女醫生,Female Doctor,,avsox;jav321;javbus;javlib
c,https://www.busfan.club/genre/c,女子アナ,女主播,女主播,Female Anchor,,jav321;javbus;javlib
1x,https://www.busfan.club/genre/1x,女子大生,女大学生,女大學生,College Girl,,jav321;javbus;javlib
b,https://www.busfan.club/genre/b,女子校生,高中女生,高中女生,Schoolgirl,,avsox;jav321;javbus;javlib
aqaa,https://www.b49t.com/cn/vl_genre.php?g=aqaa,女将、女主人,老板娘、女主人,老闆娘、女主人,"Landlady, Hostess",,javlib
38,https://www.busfan.club/genre/38,女将・女主人,女主人、女老板,女主人、女老板,Housewife,,jav321;javbus
5t,https://www.busfan.club/genre/5t,女性向け,女性向,給女性觀眾,Boys Love,,jav321;javbus;javlib
5h,https://www.busfan.club/genre/5h,女戦士,女战士,女戰士,Female Soldier,,jav321;javbus;javlib
3o,https://www.busfan.club/genre/3o,女捜査官,女检察官,女檢察官,Female Detective,,jav321;javbus;javlib
1n,https://www.busfan.club/genre/1n,女教師,女教师,女教師,Female Teacher,,avsox;jav321;javbus;javlib
uncensored-gre158,https://www.busfan.club/uncensored/genre/gre158,女王,女王,女王,Queen,,javbus
em,https://www.busfan.club/genre/em,女王様,女王,女王様,女王様,,javbus
55,https://www.busfan.club/genre/55,女装・男の娘,女装人妖,女裝人妖,Cross Dresser,,jav321;javbus;javlib
ay,https://www.b49t.com/cn/vl_genre.php?g=ay,奴隷,奴隶,奴隸,Slave,,javlib
uncensored-gre008,https://www.busfan.club/uncensored/genre/gre008,妄想,妄想,幻想,妄想,,avsox;jav321;javbus;javlib
f5,https://www.busfan.club/genre/f5,妄想族,妄想族,妄想族,妄想族,,javbus
uncensored-gre038,https://www.busfan.club/uncensored/genre/gre038,妊娠,孕妇,孕婦,妊娠,,avsox;javbus
15,https://www.busfan.club/genre/15,妊婦,孕妇,孕婦,Pregnant,,jav321;javbus;javlib
arpa,https://www.b49t.com/cn/vl_genre.php?g=arpa,妹,妹妹,妹妹,Sister,,javlib
3e,https://www.busfan.club/genre/3e,姉・妹,姐妹,姐妹,Older & Younger Sister,,jav321;javbus
e7,https://www.busfan.club/genre/e7,娘・養女,养女,娘・養女,娘・養女,,javbus
7i,https://www.busfan.club/genre/7i,孕ませ,孕育,孕ませ,孕ませ,,jav321;javbus;javlib
sub,https://www.busfan.club/genre/sub,字幕,字幕,字幕,Subtitle,这部影片有字幕，不代表最终下载的影片有字幕,javbus
3t,https://www.busfan.club/genre/3t,学園もの,学校作品,學校作品,School,,jav321;javbus;javlib
uncensored-7k,https://www.busfan.club/uncensored/genre/7k,学校,学校,學校,学校,,avsox;javbus
a,https://www.busfan.club/genre/a,学生服,校服,校服,School Uniform,,jav321;javbus;javlib
65,https://www.busfan.club/genre/65,学生（その他）,学生（其他）,學生（其他）,Student (Other),,javbus
uncensored-pm,https://www.busfan.club/uncensored/genre/pm,宅配,送货上门,送貨上門,宅配,,avsox;javbus
ayna,https://www.b49t.com/cn/vl_genre.php?g=ayna,官能作品,感官作品,感官作品,Sensuality,,javlib
uncensored-sb,https://www.busfan.club/uncensored/genre/sb,家事,做家务,做家務,家事,,avsox;javbus
1c,https://www.busfan.club/genre/1c,家庭教師,家教,家教,Private Tutor,,jav321;javbus;javlib
uncensored-v6,https://www.busfan.club/uncensored/genre/v6,密会,密会,密會,密会,,avsox;javbus
uncensored-6e,https://www.busfan.club/uncensored/genre/6e,密室,密室,密室,密室,,avsox;javbus
arna,https://www.b49t.com/cn/vl_genre.php?g=arna,寝取り、寝取られ,白天出轨,白天出軌,Cuckold,,javlib
4r,https://www.busfan.club/genre/4r,寝取り・寝取られ,出轨,出軌,Cheating Wife,,jav321;javbus
uncensored-66,https://www.busfan.club/uncensored/genre/66,小柄,娇小,嬌小,小柄,,avsox;jav321;javbus
uncensored-gz,https://www.busfan.club/uncensored/genre/gz,小麦肌,小麦色,小麥色,小麦肌,,avsox;javbus
uncensored-7g,https://www.busfan.club/uncensored/genre/7g,就職活動,求职,求職,就職活動,,avsox;javbus
uncensored-13a,https://www.busfan.club/uncensored/genre/13a,尻に精液,射在屁股,射在屁股,cum on hip,,avsox;javbus
2k,https://www.busfan.club/genre/2k,尻フェチ,屁股,屁股,Ass Lover,,jav321;javbus;javlib
ayda,https://www.b49t.com/cn/vl_genre.php?g=ayda,尿道カテーテル,导尿,導尿,Urethral Cathing,,javlib
s,https://www.busfan.club/genre/s,局部アップ,局部特写,局部特寫,Genital Close-Up,,jav321;javbus;javlib
uncensored-wh,https://www.busfan.club/uncensored/genre/wh,屋上,屋顶,屋頂,屋上,,avsox;javbus
e,https://www.busfan.club/genre/e,巨乳,巨乳,巨乳,Big Tits,,avsox;jav321;javbus;javlib
2d,https://www.busfan.club/genre/2d,巨乳フェチ,恋乳癖,戀乳癖,Big Tits Lover,,jav321;javbus;javlib
uncensored-i0,https://www.busfan.club/uncensored/genre/i0,巨大クリ,大阴蒂,大陰蒂,巨大クリ,,avsox;javbus
6r,https://www.busfan.club/genre/6r,巨尻,巨尻,巨尻,Big Asses,,avsox;jav321;javbus;javlib
4k,https://www.busfan.club/genre/4k,巫女,女祭司,女祭司,Priestess,,jav321;javbus;javlib
uncensored-gre014,https://www.busfan.club/uncensored/genre/gre014,年間,新年,新年,年間,,avsox;javbus
5k,https://www.busfan.club/genre/5k,幼なじみ,童年朋友,童年朋友,Childhood Friend,,jav321;javbus;javlib
uncensored-gre040,https://www.busfan.club/uncensored/genre/gre040,幼妻,年轻人妻,年輕人妻,幼妻,,avsox;javbus
uncensored-48,https://www.busfan.club/uncensored/genre/48,店員,店员,店員,店員,,avsox;javbus
uncensored-1bc,https://www.busfan.club/uncensored/genre/1bc,店長推薦作品,推荐作品,推薦作品,Editor's Pick,,avsox;javbus
1m,https://www.busfan.club/genre/1m,強姦,强奸,強姦,Rape,,javbus;javlib
uncensored-2r,https://www.busfan.club/uncensored/genre/2r,彼女,情人,情人,彼女,,avsox;javbus
4v,https://www.busfan.club/genre/4v,復刻,复刻版,複刻版,Reprint,,jav321;javbus
a5da,https://www.b49t.com/cn/vl_genre.php?g=a5da,復刻版,重印版,重印版,Reprinted Edition,,javlib
uncensored-gre072,https://www.busfan.club/uncensored/genre/gre072,微乳,微乳,微乳,微乳,,avsox;javbus;javlib
80,https://www.busfan.club/genre/80,性転換・女体化,性转·女性化,性別轉型·女性化,Gender transformation·feminization,,javbus
4q,https://www.busfan.club/genre/4q,恋愛,恋爱,戀愛,Love,,jav321;javbus;javlib
uncensored-wc,https://www.busfan.club/uncensored/genre/wc,息子,儿子,兒子,息子,,avsox;javbus
uncensored-xx,https://www.busfan.club/uncensored/genre/xx,悩み,烦恼,煩惱,悩み,,avsox;javbus
arka,https://www.b49t.com/cn/vl_genre.php?g=arka,成人向け映画,成人电影,成人電影,Adult Movie,,javlib
x,https://www.busfan.club/genre/x,手コキ,打手枪,打手槍,Handjob,,avsox;jav321;javbus;javlib
uncensored-zk,https://www.busfan.club/uncensored/genre/zk,手錠,手铐,手銬,Handcuffs,,avsox;javbus
2p,https://www.busfan.club/genre/2p,投稿,投稿,投稿,Homemade,,avsox;jav321;javbus;javlib
3p,https://www.busfan.club/genre/3p,拘束,拘束,拘束,Tied Up,,avsox;jav321;javbus;javlib
62,https://www.busfan.club/genre/62,拷問,折磨,折磨,Torture,,jav321;javbus
46,https://www.busfan.club/genre/46,指マン,指交,手指插入,Fingering,,avsox;jav321;javbus;javlib
uncensored-gre096,https://www.busfan.club/uncensored/genre/gre096,掃除,吸精,吸精,掃除,,avsox;javbus
uncensored-gre128,https://www.busfan.club/uncensored/genre/gre128,撮影,摄影,攝影,撮影,,avsox;javbus
uncensored-vf,https://www.busfan.club/uncensored/genre/vf,撮影現場,拍摄现场,拍攝現場,撮影現場,,avsox;javbus
19,https://www.busfan.club/genre/19,放尿,放尿,放尿,Urination,,avsox;jav321;javbus;javlib
f8,https://www.busfan.club/genre/f8,放置,放置,放置,放置,没有合适的翻译，目前只有4部影片，且基本伴随着'拘束'分类，视为'拘束'的同义,javbus
uncensored-8y,https://www.busfan.club/uncensored/genre/8y,敏感,敏感,敏感,敏感,,avsox;javbus
uncensored-7j,https://www.busfan.club/uncensored/genre/7j,教室,教室,教室,教室,,avsox;javbus
uncensored-iz,https://www.busfan.club/uncensored/genre/iz,散歩,散步,散步,散歩,,avsox;javbus
uncensored-gre020,https://www.busfan.club/uncensored/genre/gre020,新人,新人,新人,新人,,avsox;javbus
uncensored-gre046,https://www.busfan.club/uncensored/genre/gre046,新婚夫婦,新婚,新婚,新婚夫婦,,avsox;javbus
eb,https://www.busfan.club/genre/eb,旅行,旅行,旅行,旅行,,avsox;javbus
uncensored-7w,https://www.busfan.club/uncensored/genre/7w,旅館,旅馆,旅館,旅館,,avsox;javbus
6t,https://www.busfan.club/genre/6t,日焼け,晒黑,日焼け,Suntan,,jav321;javbus;javlib
uncensored-wy,https://www.busfan.club/uncensored/genre/wy,日焼け跡,晒痕,曬痕,日焼け跡,,avsox;javbus
uncensored-2c,https://www.busfan.club/uncensored/genre/2c,早抜き,早泄,早洩,早抜き,,avsox;javbus
6u,https://www.busfan.club/genre/6u,早漏,早漏,早漏,Premature Ejaculation,,jav321;javbus
uncensored-io,https://www.busfan.club/uncensored/genre/io,昼下がり,下午,下午,昼下がり,,avsox;javbus
uncensored-gre142,https://www.busfan.club/uncensored/genre/gre142,昼間,白天,白天,昼間,,avsox;javbus
a4oa,https://www.b49t.com/cn/vl_genre.php?g=a4oa,時代劇,历史剧,歷史劇,Historical Play,,javlib
7w,https://www.busfan.club/genre/7w,時間停止,时间停止,時間停止,Time Freezing,,javbus;javlib
uncensored-19t,https://www.busfan.club/uncensored/genre/19t,普段着,休闲装,休閒裝,普段着,,avsox;javbus
uncensored-we,https://www.busfan.club/uncensored/genre/we,暴露,暴露,暴露,暴露,,avsox;javbus
53,https://www.busfan.club/genre/53,期間限定セール,限时降价,限時降價,Sale (limited time),,javbus
2f,https://www.busfan.club/genre/2f,未亡人,寡妇,寡婦,Widow,,avsox;jav321;javbus;javlib
uncensored-12d,https://www.busfan.club/uncensored/genre/12d,本気泣き,眼泪,眼淚,tears,,avsox;javbus
2q,https://www.busfan.club/genre/2q,格闘家,格斗家,格鬥家,Martial Arts,,jav321;javbus;javlib
uncensored-102,https://www.busfan.club/uncensored/genre/102,椅子,椅子,椅子,椅子,,avsox;javbus
5w,https://www.busfan.club/genre/5w,極道・任侠,黑帮成员,黑幫成員,YAKUZA,,jav321;javbus
uncensored-au,https://www.busfan.club/uncensored/genre/au,欲求不満,欲求不满,慾求不滿,欲求不満,,avsox;javbus
3x,https://www.busfan.club/genre/3x,残虐表現,残忍画面,殘忍畫面,Cruelty,,jav321;javbus;javlib
47,https://www.busfan.club/genre/47,母乳,母乳,母乳,Breast Milk,,avsox;jav321;javbus;javlib
uncensored-gre077,https://www.busfan.club/uncensored/genre/gre077,毛深い,多毛,多毛,毛深い,,avsox;javbus
uncensored-gre053,https://www.busfan.club/uncensored/genre/gre053,水着,泳装,泳衣,水着,,avsox;jav321;javbus;javlib
6w,https://www.busfan.club/genre/6w,汗だく,流汗,汗だく,Sweating,,jav321;javbus;javlib
40,https://www.busfan.club/genre/40,泥酔,烂醉如泥的,爛醉如泥的,Drunk Girl,,jav321;javbus;javlib
aquq,https://www.b49t.com/cn/vl_genre.php?g=aquq,洋ピン,西洋片,西洋片,US/EU Porn,,javlib
2c,https://www.busfan.club/genre/2c,洋ピン・海外輸入,国外进口,國外進口,Foreign Imports,,jav321;javbus
uncensored-gre163,https://www.busfan.club/uncensored/genre/gre163,洋物,白人,白人,Western,,javbus
2u,https://www.busfan.club/genre/2u,浣腸,灌肠,灌腸,Enema,,avsox;jav321;javbus;javlib
uncensored-ee,https://www.busfan.club/uncensored/genre/ee,浮気,外遇,外遇,浮気,,avsox;javbus
nq,https://www.b49t.com/cn/vl_genre.php?g=nq,浴衣,浴衣,浴衣,Yukata,,javlib
uncensored-gre052,https://www.busfan.club/uncensored/genre/gre052,浴衣・着物,浴衣和服,浴衣和服,浴衣・着物,,avsox;javbus
a5fq,https://www.b49t.com/cn/vl_genre.php?g=a5fq,海外,海外,海外,Overseas,,javlib
aqka,https://www.b49t.com/cn/vl_genre.php?g=aqka,海外輸入,国外进口,國外進口,Oversea Import,,javlib
uncensored-3x,https://www.busfan.club/uncensored/genre/3x,淫乱,淫乱,淫亂,淫乱,,avsox;javbus
ma,https://www.b49t.com/cn/vl_genre.php?g=ma,淫乱、ハード系,淫乱、真实,淫亂、真實,"Nasty, Hardcore",,javlib
2t,https://www.busfan.club/genre/2t,淫乱・ハード系,花痴,花癡,Nymphomaniac,,jav321;javbus
24,https://www.busfan.club/genre/24,淫語,淫语,淫語,Dirty Talk,,avsox;jav321;javbus;javlib
uncensored-1cw,https://www.busfan.club/uncensored/genre/1cw,淫語責め,淫语,淫語,Verbal Seduction,,avsox;javbus
uncensored-bk,https://www.busfan.club/uncensored/genre/bk,清楚,保守,保守,清楚,,avsox;javbus
6j,https://www.busfan.club/genre/6j,温泉,温泉,温泉,Hot Spring,,avsox;jav321;javbus;javlib
1z,https://www.busfan.club/genre/1z,潮吹き,潮吹,潮吹,Squirting,,avsox;jav321;javbus;javlib
uncensored-c2,https://www.busfan.club/uncensored/genre/c2,激しい,猛烈,猛烈,激しい,,avsox;javbus
13,https://www.busfan.club/genre/13,熟女,熟女,成熟的女人,Mature Woman,,jav321;javbus;javlib
uncensored-gre022,https://www.busfan.club/uncensored/genre/gre022,熟女/人妻,熟女,熟女,熟女/人妻,,avsox;javbus
uncensored-gre075,https://www.busfan.club/uncensored/genre/gre075,爆乳,爆乳,爆乳,爆乳,,avsox;javbus
7u,https://www.busfan.club/genre/7u,特典あり（AVベースボール）,特典,特典あり（AVベースボール）,特典あり（AVベースボール）,TODO,javbus
5a,https://www.busfan.club/genre/5a,特撮,特效,特效,Special Effects,,jav321;javbus;javlib
uncensored-2a,https://www.busfan.club/uncensored/genre/2a,独占動画,独占动画,獨佔動畫,独占動画,,avsox;javbus
g,https://www.busfan.club/genre/g,独占配信,独占配信,DMM獨家,DMM Exclusive,发行商不作为影片标签,jav321;javbus
a46q,https://www.b49t.com/cn/vl_genre.php?g=a46q,猟奇,奇异的,奇異的,Bizarre,,javlib
uncensored-po,https://www.busfan.club/uncensored/genre/po,玄関,门口,門口,玄関,,avsox;javbus
uncensored-gre164,https://www.busfan.club/uncensored/genre/gre164,生ハメ・生姦,无套,無套,生ハメ・生姦,,javbus
uncensored-1b8,https://www.busfan.club/uncensored/genre/1b8,生理中,经期,經期,Menstruate,,avsox;javbus
uncensored-fz,https://www.busfan.club/uncensored/genre/fz,田舎,农村,農村,田舎,,avsox;javbus
uncensored-12a,https://www.busfan.club/uncensored/genre/12a,男が女の耳を舐める,舔耳朵,舔耳朵,licking the ear of the woman,,avsox;javbus
ef,https://www.busfan.club/genre/ef,男の潮吹き,男性高潮,男の潮吹き,男の潮吹き,,javbus
uncensored-13r,https://www.busfan.club/uncensored/genre/13r,男の足舐め,舔脚,舔腳,licking foot of the man,,avsox;javbus
a4sq,https://www.b49t.com/cn/vl_genre.php?g=a4sq,男性,男性,男性,Male,,javlib
uncensored-gre156,https://www.busfan.club/uncensored/genre/gre156,男装,男装,男装,men's clothes,,javbus
3h,https://www.busfan.club/genre/3h,異物挿入,插入异物,插入異物,Object Insertion,,avsox;jav321;javbus;javlib
uncensored-gre152,https://www.busfan.club/uncensored/genre/gre152,畳,榻榻米,榻榻米,畳,,avsox;javbus
uncensored-gre151,https://www.busfan.club/uncensored/genre/gre151,病院,医院,醫院,病院,,avsox;javbus
ep,https://www.busfan.club/genre/ep,病院・クリニック,医院・诊所,病院・クリニック,病院・クリニック,,javbus
uncensored-gre025,https://www.busfan.club/uncensored/genre/gre025,痴女,痴女,痴女,Lust woman,,avsox;jav321;javbus;javlib
uncensored-gre044,https://www.busfan.club/uncensored/genre/gre044,痴漢,色狼,色狼,Pervert on Train,,avsox;jav321;javbus;javlib
uncensored-ab,https://www.busfan.club/uncensored/genre/ab,癒し系,治愈系,治癒系,Heal,,avsox;javbus
2a,https://www.busfan.club/genre/2a,白人女優,白人,白人,Caucasian Actress,,jav321;javbus;javlib
ek,https://www.busfan.club/genre/ek,白目・失神,白眼失神,白目・失神,白目・失神,,javbus
uncensored-12l,https://www.busfan.club/uncensored/genre/12l,白目剥き,翻白眼,翻白眼,Swoon white of eyes,,avsox;javbus
uncensored-gre135,https://www.busfan.club/uncensored/genre/gre135,盗撮,偷拍,偷拍,盗撮,,avsox;javbus;javlib
2v,https://www.busfan.club/genre/2v,盗撮・のぞき,偷窥,偷窥,Voyeur,,jav321;javbus
25,https://www.busfan.club/genre/25,監禁,监禁,監禁,Confinement,,avsox;jav321;javbus;javlib
uncensored-8e,https://www.busfan.club/uncensored/genre/8e,目線,注视,注視,目線,,avsox;javbus
uncensored-gre055,https://www.busfan.club/uncensored/genre/gre055,目隠し,眼罩,眼罩,Eye Bandage,,avsox;javbus
uncensored-gre035,https://www.busfan.club/uncensored/genre/gre035,看護婦,护士,護士,Nurse,,avsox;javbus;javlib
17,https://www.busfan.club/genre/17,看護婦・ナース,护士,护士,Nurse,,jav321;javbus
4z,https://www.busfan.club/genre/4z,着エロ,猥亵穿着,猥褻穿著,Non-nude Erotica,,jav321;javbus;javlib
uncensored-3i,https://www.busfan.club/uncensored/genre/3i,着物,和服,和服,着物,,avsox;javbus
uncensored-128,https://www.busfan.club/uncensored/genre/128,着衣に精液,射在衣服上,射在衣服上,Cum on Clothes,,avsox;javbus
uncensored-165,https://www.busfan.club/uncensored/genre/165,睡眠系,睡眠系,睡眠系,睡眠系,,avsox;javbus
uncensored-17i,https://www.busfan.club/uncensored/genre/17i,短パン,短裤,短褲,短パン,,avsox;javbus
uncensored-gre018,https://www.busfan.club/uncensored/genre/gre018,破廉恥,羞耻,羞恥,破廉恥,,avsox;javbus
fe,https://www.busfan.club/genre/fe,福袋,福袋,福袋,福袋,,javbus
uncensored-y2,https://www.busfan.club/uncensored/genre/y2,秘密,秘密,秘密,秘密,,avsox;javbus
32,https://www.busfan.club/genre/32,秘書,秘书,秘書,Secretary,,avsox;jav321;javbus;javlib
uncensored-jm,https://www.busfan.club/uncensored/genre/jm,積極的,主动,主動,積極的,,avsox;javbus
uncensored-tc,https://www.busfan.club/uncensored/genre/tc,立位,站立姿势,站立姿勢,立位,,avsox;javbus
52,https://www.busfan.club/genre/52,童貞,处男,處男,Cherry Boy,,jav321;javbus;javlib
l,https://www.busfan.club/genre/l,競泳・スクール水着,学校泳装,學校泳裝,School Swimsuits,,jav321;javbus
4x,https://www.busfan.club/genre/4x,筋肉,肌肉,肌肉,Muscular,,jav321;javbus;javlib
uncensored-11s,https://www.busfan.club/uncensored/genre/11s,精液塗り込み,精液涂抹,精液塗抹,semen body painting,,avsox;javbus
uncensored-gre132,https://www.busfan.club/uncensored/genre/gre132,精液流し込み・押込み,灌入精液,灌入精液,Semen poured,,avsox;javbus
uncensored-gre023,https://www.busfan.club/uncensored/genre/gre023,素人,素人,素人,素人,,avsox;jav321;javbus;javlib
uncensored-b6,https://www.busfan.club/uncensored/genre/b6,素股,摩擦,摩擦,素股,,avsox;javbus
uncensored-4s,https://www.busfan.club/uncensored/genre/4s,素顔,素颜,素顏,素顔,,avsox;javbus
uncensored-gre013,https://www.busfan.club/uncensored/genre/gre013,絶叫,尖叫,尖叫,絶叫,,avsox;javbus
uncensored-gre054,https://www.busfan.club/uncensored/genre/gre054,網タイツ,网袜,網襪,Net tights,,avsox;javbus
uncensored-gre134,https://www.busfan.club/uncensored/genre/gre134,縄,绑缚,綁縛,縄,,avsox;javbus
uncensored-22,https://www.busfan.club/uncensored/genre/22,縛り,束缚,束縛,縛り,,avsox;javbus;javlib
1q,https://www.busfan.club/genre/1q,縛り・緊縛,紧缚,紧缚,Bondage,,jav321;javbus
et,https://www.busfan.club/genre/et,罵倒,骂倒,罵倒,罵倒,,javbus
uncensored-bl,https://www.busfan.club/uncensored/genre/bl,美マン,美穴,美穴,Beautiful Pussy,,avsox;javbus
uncensored-gre064,https://www.busfan.club/uncensored/genre/gre064,美乳,美乳,美乳,美乳,,avsox;jav321;javbus;javlib
uncensored-gre049,https://www.busfan.club/uncensored/genre/gre049,美女,美人,美人,美女,,avsox;javbus
30,https://www.busfan.club/genre/30,美少女,美少女,美少女,Beautiful Girl,,avsox;jav321;javbus;javlib
ayjq,https://www.b49t.com/cn/vl_genre.php?g=ayjq,美少女ムービー,美少女电影,美少女電影,Girl Movie,,javlib
uncensored-gre068,https://www.busfan.club/uncensored/genre/gre068,美尻,美臀,美臀,美尻,,avsox;javbus
uncensored-gre071,https://www.busfan.club/uncensored/genre/gre071,美白,美白,美白,美白,,avsox;javbus
uncensored-1da,https://www.busfan.club/uncensored/genre/1da,美肌・美白,美肌,美肌,Beautiful Skin,,avsox;javbus
uncensored-gre069,https://www.busfan.club/uncensored/genre/gre069,美脚,美腿,美腿,美脚,,avsox;javbus
3y,https://www.busfan.club/genre/3y,羞恥,羞耻,羞恥,Shame,,jav321;javbus;javlib
4l,https://www.busfan.club/genre/4l,義母,婆婆,婆婆,Stepmom,,avsox;jav321;javbus;javlib
26,https://www.busfan.club/genre/26,職業色々,各种职业,各種職業,Various Worker,,jav321;javbus;javlib
uncensored-11e,https://www.busfan.club/uncensored/genre/11e,胸に精液,射在胸部,射在胸部,Cum On tits,,avsox;javbus
ec,https://www.busfan.club/genre/ec,胸チラ,露胸,胸チラ,胸チラ,,javbus
2x,https://www.busfan.club/genre/2x,脚フェチ,恋腿癖,戀腿癖,Foot Fetish,,jav321;javbus;javlib
1r,https://www.busfan.club/genre/1r,脱糞,排便,排便,Pooping,,jav321;javbus;javlib
a4ia,https://www.b49t.com/cn/vl_genre.php?g=a4ia,脱衣,脱衣,脫衣,Undressing,,javlib
uncensored-178,https://www.busfan.club/uncensored/genre/178,脱衣所,更衣室,更衣室,脱衣所,,avsox;javbus
uncensored-14w,https://www.busfan.club/uncensored/genre/14w,腹に精液,射在腹部,射在腹部,Cum on belly,,avsox;javbus
uncensored-e7,https://www.busfan.club/uncensored/genre/e7,自宅,家中,家中,自宅,,avsox;javbus
uncensored-8q,https://www.busfan.club/uncensored/genre/8q,舌,舌头,舌頭,舌,,avsox;javbus
e4,https://www.busfan.club/genre/e4,花嫁,新娘,花嫁,花嫁,,javbus
ni,https://www.b49t.com/cn/vl_genre.php?g=ni,花嫁、若妻,新娘、年轻妻子,新娘、年輕妻子,"Bride, Young Wife",,javlib
2z,https://www.busfan.club/genre/2z,花嫁・若妻,新娘、年轻妻子,新娘、年輕妻子,Young Wife,,jav321;javbus
a4lq,https://www.b49t.com/cn/vl_genre.php?g=a4lq,芸能人,艺人,藝人,Entertainer,,javlib
f6,https://www.busfan.club/genre/f6,蝋燭,滴蜡,蝋燭,蝋燭,,avsox;javbus;javlib
uncensored-hb,https://www.busfan.club/uncensored/genre/hb,街中,大街,大街,街中,,avsox;javbus
2s,https://www.busfan.club/genre/2s,裸エプロン,裸体围裙,裸體圍裙,Naked Apron,,jav321;javbus;javlib
uncensored-1di,https://www.busfan.club/uncensored/genre/1di,裸ソックス,裸体袜子,裸體襪子,Socks on Naked Body,,avsox;javbus
uncensored-kr,https://www.busfan.club/uncensored/genre/kr,複数プレイ,乱搞,亂搞,複数プレイ,,avsox;javbus
54,https://www.busfan.club/genre/54,複数話,故事集,故事集,Series,,jav321;javbus;javlib
dz,https://www.busfan.club/genre/dz,覆面・マスク,蒙面,覆面・マスク,覆面・マスク,,javbus
uncensored-11x,https://www.busfan.club/uncensored/genre/11x,覆面男（マスク含）,面具男,面具男,Mask man,,avsox;javbus
a4nq,https://www.b49t.com/cn/vl_genre.php?g=a4nq,覗き,偷窥,偷窺,Peeping,,javlib
59,https://www.busfan.club/genre/59,触手,触手,觸手,Tentacle,,jav321;javbus;javlib
uncensored-19o,https://www.busfan.club/uncensored/genre/19o,訪問,访问,訪問,訪問,,avsox;javbus
uncensored-gre021,https://www.busfan.club/uncensored/genre/gre021,訪問販売,推销,推銷,訪問販売,,avsox;javbus
uncensored-gre017,https://www.busfan.club/uncensored/genre/gre017,診察,检查,檢查,診察,,avsox;javbus
a4ua,https://www.b49t.com/cn/vl_genre.php?g=a4ua,話題作,主题工作,主題工作,Topic Work,,javlib
uncensored-6p,https://www.busfan.club/uncensored/genre/6p,誘惑,诱惑,誘惑,誘惑,,avsox;javbus
uncensored-6t,https://www.busfan.club/uncensored/genre/6t,調教,调教,調教,調教,,avsox;javbus;javlib
3b,https://www.busfan.club/genre/3b,調教・奴隷,性奴,性奴,Sex Slave,,jav321;javbus
t,https://www.busfan.club/genre/t,貧乳・微乳,贫乳・微乳,貧乳・微乳,Small Tits,,jav321;javbus
uncensored-17g,https://www.busfan.club/uncensored/genre/17g,買い物,购物,購物,買い物,,avsox;javbus
uncensored-vn,https://www.busfan.club/uncensored/genre/vn,質問,问题,問題,質問,,avsox;javbus
uncensored-1f,https://www.busfan.club/uncensored/genre/1f,超VIP,超VIP,超VIP,超VIP,,avsox;javbus
5d,https://www.busfan.club/genre/5d,超乳,超乳,超乳,Huge Tits,,jav321;javbus;javlib
uncensored-1av,https://www.busfan.club/uncensored/genre/1av,超有名S級女優,S级女优,S級女優,Famous Names,,avsox;javbus
azgq,https://www.b49t.com/cn/vl_genre.php?g=azgq,趣味、教養,爱好、文化,愛好、文化,"Hobby, Culture",,javlib
4j,https://www.busfan.club/genre/4j,足コキ,足交,足交,Footjob,,avsox;jav321;javbus;javlib
uncensored-gre141,https://www.busfan.club/uncensored/genre/gre141,踏みつけ,踩踏,踩踏,踏みつけ,,avsox;javbus
uncensored-30,https://www.busfan.club/uncensored/genre/30,車,车,車,車,,avsox;javbus
uncensored-gre146,https://www.busfan.club/uncensored/genre/gre146,車内,车内,車內,車内,,avsox;javbus
e6,https://www.busfan.club/genre/e6,軟体,软体,軟体,軟体,,avsox;javbus
3m,https://www.busfan.club/genre/3m,輪姦,轮奸,輪姦,Gang Bang,,jav321;javbus;javlib
uncensored-gre092,https://www.busfan.club/uncensored/genre/gre092,輪姦中出し,轮奸,輪姦,Gangbang,,avsox;javbus
3s,https://www.busfan.club/genre/3s,辱め,凌辱,凌辱,Torture & Rape,,jav321;javbus
di,https://www.b49t.com/cn/vl_genre.php?g=di,辱罵,乱伦,辱骂,亂倫,Insult,javlib
uncensored-he,https://www.busfan.club/uncensored/genre/he,近所,附近,附近,近所,,avsox;javbus
uncensored-1co,https://www.busfan.club/uncensored/genre/1co,近親○姦,亲人,親人,Kinshin-Soukan,,avsox;javbus
20,https://www.busfan.club/genre/20,近親相姦,乱伦,亂倫,Incest,,jav321;javbus
37,https://www.busfan.club/genre/37,逆ナン,倒追,倒追,Reverse Pick Up,,avsox;jav321;javbus;javlib
ev,https://www.busfan.club/genre/ev,逆レイプ,逆强奸,逆レイプ,逆レイプ,,javbus
uncensored-gre100,https://www.busfan.club/uncensored/genre/gre100,連続中出し,连续内射,連續內射,連続中出し,,avsox;javbus
uncensored-gre139,https://www.busfan.club/uncensored/genre/gre139,遠隔操作,远程操作,遠程操作,遠隔操作,,avsox;javbus
ea,https://www.busfan.club/genre/ea,部下・同僚,部下・同僚,部下・同僚,部下・同僚,,javbus
uncensored-gre144,https://www.busfan.club/uncensored/genre/gre144,部屋,房间,房間,部屋,,avsox;javbus
ez,https://www.busfan.club/genre/ez,部活・マネージャー,社团经理,部活・マネージャー,部活・マネージャー,,javbus
